ID,Handedness,Gender,Type,ConceptOrder,Resp,Axis,Pixel,Exp1,Exp2,Exp3,Exp4
S102,Right,Female,N,3,7,y,548,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,N,4,9,x,271,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,N,4,9,y,523,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,Q,1,least,x,367,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,Q,1,least,y,524,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,Q,2,less,x,356,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,Q,2,less,y,646,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,Q,3,more,x,386,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,Q,3,more,y,398,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,Q,4,most,x,387,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,Q,4,most,y,128,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,T,1,earliest,x,422,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,T,1,earliest,y,522,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,T,2,earlier,x,289,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,T,2,earlier,y,411,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,T,3,later,x,473,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,T,3,later,y,522,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
S102,Right,Female,T,4,latest,x,272,Arranged them with an ascendiing order,Arranged them in order of relevance,N/A,I arranged from the  lowest to highest number
